contrato_id,cliente_sk,fecha_sk,producto_sk,tipo_producto,monto_referencia,estado
2030,1651,2558,4,Tarjeta,0.0,Activa
2031,1653,2807,4,Tarjeta,0.0,Activa
2032,1654,1426,4,Tarjeta,0.0,Activa
2033,1655,1488,4,Tarjeta,0.0,Activa
2034,1657,3059,4,Tarjeta,0.0,Bloqueada
2035,1657,3027,5,Tarjeta,8901.33,Activa
2036,1658,3000,4,Tarjeta,0.0,Activa
2037,1659,1680,4,Tarjeta,0.0,Activa
2038,1660,2532,4,Tarjeta,0.0,Bloqueada
2039,1660,2210,5,Tarjeta,13850.81,Activa
2040,1661,570,4,Tarjeta,0.0,Bloqueada
2041,1662,2410,5,Tarjeta,8588.51,Cancelada
2042,1663,1766,4,Tarjeta,0.0,Bloqueada
2043,1664,1686,4,Tarjeta,0.0,Activa
2044,1664,1487,6,Tarjeta,6786.22,Activa
2045,1665,1862,4,Tarjeta,0.0,Bloqueada
2046,1665,2991,5,Tarjeta,8739.06,Activa
2047,1666,3053,4,Tarjeta,0.0,Activa
2048,1666,3045,5,Tarjeta,9573.37,Activa
2049,1668,3050,4,Tarjeta,0.0,Cancelada
2050,1669,2939,4,Tarjeta,0.0,Activa
2051,1669,2028,6,Tarjeta,14623.39,Activa
2052,1670,3050,4,Tarjeta,0.0,Activa
2053,1671,2404,4,Tarjeta,0.0,Bloqueada
2054,1671,1411,6,Tarjeta,3970.82,Activa
2055,1672,2747,4,Tarjeta,0.0,Activa
2056,1673,2446,4,Tarjeta,0.0,Activa
2057,1673,2618,5,Tarjeta,8168.48,Activa
2058,1674,2070,4,Tarjeta,0.0,Activa
2059,1674,615,5,Tarjeta,2357.5,Cancelada
2060,1675,2711,4,Tarjeta,0.0,Activa
2061,1676,3018,4,Tarjeta,0.0,Activa
2062,1677,2419,4,Tarjeta,0.0,Activa
2063,1678,2596,5,Tarjeta,11793.36,Activa
2064,1679,1768,4,Tarjeta,0.0,Activa
2065,1681,3003,4,Tarjeta,0.0,Activa
2066,1682,2991,4,Tarjeta,0.0,Activa
2067,1683,2654,5,Tarjeta,3134.99,Activa
2068,1684,2435,4,Tarjeta,0.0,Activa
2069,1685,1649,4,Tarjeta,0.0,Bloqueada
2070,1686,2941,4,Tarjeta,0.0,Activa
2071,1686,1010,5,Tarjeta,13026.16,Activa
2072,1687,2756,4,Tarjeta,0.0,Activa
2073,1688,2859,4,Tarjeta,0.0,Bloqueada
2074,1688,2674,5,Tarjeta,12192.02,Cancelada
2075,1689,2941,4,Tarjeta,0.0,Activa
2076,1690,727,6,Tarjeta,4745.04,Bloqueada
2077,1692,2578,4,Tarjeta,0.0,Bloqueada
2078,1694,3039,4,Tarjeta,0.0,Activa
2079,1694,1017,6,Tarjeta,2469.34,Cancelada
2080,1696,2688,4,Tarjeta,0.0,Activa
2081,1696,3005,5,Tarjeta,30599.82,Activa
2082,1698,1524,4,Tarjeta,0.0,Activa
2083,1698,1442,6,Tarjeta,6965.72,Activa
2084,1699,3001,4,Tarjeta,0.0,Activa
2085,1699,2939,5,Tarjeta,7733.54,Activa
2086,1700,3081,4,Tarjeta,0.0,Activa
2087,1700,2899,5,Tarjeta,9988.94,Activa
2088,1701,1214,4,Tarjeta,0.0,Activa
2089,1701,1184,6,Tarjeta,11862.79,Activa
2090,1702,1356,4,Tarjeta,0.0,Activa
2091,1703,2966,4,Tarjeta,0.0,Activa
2092,1703,3090,6,Tarjeta,8084.58,Activa
2093,1704,2374,4,Tarjeta,0.0,Activa
2094,1705,1312,4,Tarjeta,0.0,Activa
2095,1705,1245,5,Tarjeta,10862.17,Activa
2096,1706,2934,4,Tarjeta,0.0,Activa
2097,1706,3024,6,Tarjeta,7072.79,Activa
2098,1707,1623,4,Tarjeta,0.0,Activa
2099,1707,2843,6,Tarjeta,16213.43,Activa
2100,1708,2958,4,Tarjeta,0.0,Activa
2101,1709,1801,4,Tarjeta,0.0,Activa
2102,1709,2808,5,Tarjeta,8502.49,Activa
2103,1711,2790,4,Tarjeta,0.0,Bloqueada
2104,1712,2264,4,Tarjeta,0.0,Activa
2105,1712,1963,5,Tarjeta,5383.28,Activa
2106,1713,1959,4,Tarjeta,0.0,Activa
2107,1713,1577,5,Tarjeta,1550.25,Activa
2108,1714,2731,4,Tarjeta,0.0,Activa
2109,1714,1854,5,Tarjeta,14765.71,Cancelada
2110,1715,3056,4,Tarjeta,0.0,Activa
2111,1716,1254,4,Tarjeta,0.0,Activa
2112,1717,2308,4,Tarjeta,0.0,Activa
2113,1717,2316,6,Tarjeta,6703.87,Bloqueada
2114,1718,2550,4,Tarjeta,0.0,Activa
2115,1718,2298,5,Tarjeta,9313.93,Bloqueada
2116,1719,2052,5,Tarjeta,6852.35,Activa
2117,1720,2302,4,Tarjeta,0.0,Activa
2118,1720,1532,5,Tarjeta,5898.5,Activa
2119,1721,770,4,Tarjeta,0.0,Activa
2120,1721,2440,5,Tarjeta,11032.07,Activa
2121,1722,3007,4,Tarjeta,0.0,Activa
2122,1723,1062,4,Tarjeta,0.0,Activa
2123,1723,2754,6,Tarjeta,14180.71,Activa
2124,1724,2110,4,Tarjeta,0.0,Activa
2125,1725,2583,4,Tarjeta,0.0,Activa
2126,1725,2720,5,Tarjeta,5260.83,Activa
2127,1726,2837,4,Tarjeta,0.0,Activa
2128,1727,3086,4,Tarjeta,0.0,Activa
2129,1728,2484,4,Tarjeta,0.0,Activa
2130,1728,2323,5,Tarjeta,15152.55,Activa
2131,1729,2703,5,Tarjeta,12694.94,Activa
2132,1730,1967,4,Tarjeta,0.0,Bloqueada
2133,1731,2973,4,Tarjeta,0.0,Activa
2134,1731,2798,5,Tarjeta,3644.96,Activa
2135,1732,2691,4,Tarjeta,0.0,Activa
2136,1733,2920,4,Tarjeta,0.0,Activa
2137,1734,2962,4,Tarjeta,0.0,Activa
2138,1734,2972,6,Tarjeta,3589.04,Activa
2139,1735,1556,4,Tarjeta,0.0,Activa
2140,1736,2757,4,Tarjeta,0.0,Bloqueada
2141,1736,2986,6,Tarjeta,2410.31,Activa
2142,1737,2631,4,Tarjeta,0.0,Activa
2143,1738,2135,4,Tarjeta,0.0,Activa
2144,1739,2895,5,Tarjeta,11545.11,Activa
2145,1740,2710,4,Tarjeta,0.0,Activa
2146,1741,2782,6,Tarjeta,9813.62,Bloqueada
2147,1742,3047,4,Tarjeta,0.0,Activa
2148,1742,2963,6,Tarjeta,9446.49,Bloqueada
2149,1744,853,4,Tarjeta,0.0,Activa
2150,1745,2770,4,Tarjeta,0.0,Activa
2151,1747,2766,4,Tarjeta,0.0,Activa
2152,1747,2771,5,Tarjeta,19414.41,Activa
2153,1748,2729,4,Tarjeta,0.0,Bloqueada
2154,1749,2948,4,Tarjeta,0.0,Activa
2155,1749,2628,5,Tarjeta,5917.2,Activa
2156,1751,1967,4,Tarjeta,0.0,Activa
2157,1751,871,5,Tarjeta,2683.07,Activa
2158,1752,1991,4,Tarjeta,0.0,Activa
2159,1753,2419,6,Tarjeta,6756.82,Bloqueada
2160,1754,1766,5,Tarjeta,2741.18,Activa
2161,1756,2635,4,Tarjeta,0.0,Cancelada
2162,1756,1691,5,Tarjeta,10061.88,Bloqueada
2163,1758,2798,4,Tarjeta,0.0,Activa
2164,1758,2914,5,Tarjeta,14489.33,Activa
2165,1759,2256,4,Tarjeta,0.0,Activa
2166,1760,2668,4,Tarjeta,0.0,Activa
2167,1761,1602,4,Tarjeta,0.0,Activa
2168,1761,2969,5,Tarjeta,9713.13,Activa
2169,1762,2900,4,Tarjeta,0.0,Activa
2170,1763,1781,4,Tarjeta,0.0,Activa
2171,1764,2952,5,Tarjeta,3778.2,Cancelada
2172,1765,2866,4,Tarjeta,0.0,Activa
2173,1765,3063,5,Tarjeta,6419.06,Cancelada
2174,1766,872,4,Tarjeta,0.0,Cancelada
2175,1766,874,6,Tarjeta,2913.77,Bloqueada
2176,1767,2466,4,Tarjeta,0.0,Activa
2177,1768,1637,4,Tarjeta,0.0,Activa
2178,1769,2988,4,Tarjeta,0.0,Activa
2179,1770,2892,4,Tarjeta,0.0,Activa
2180,1771,2347,4,Tarjeta,0.0,Activa
2181,1772,2830,4,Tarjeta,0.0,Activa
2182,1772,2851,5,Tarjeta,20377.21,Activa
2183,1773,1848,4,Tarjeta,0.0,Activa
2184,1774,1837,4,Tarjeta,0.0,Activa
2185,1775,2059,4,Tarjeta,0.0,Activa
2186,1775,2317,5,Tarjeta,6428.39,Cancelada
2187,1777,2940,4,Tarjeta,0.0,Activa
2188,1778,3087,4,Tarjeta,0.0,Activa
2189,1779,2114,4,Tarjeta,0.0,Cancelada
2190,1779,425,6,Tarjeta,7988.59,Activa
2191,1780,2125,4,Tarjeta,0.0,Bloqueada
2192,1780,2042,5,Tarjeta,5496.77,Activa
2193,1782,3028,5,Tarjeta,3626.94,Activa
2194,1783,669,4,Tarjeta,0.0,Activa
2195,1785,2999,4,Tarjeta,0.0,Activa
2196,1786,2773,4,Tarjeta,0.0,Activa
2197,1786,1814,6,Tarjeta,3489.2,Bloqueada
2198,1787,2803,4,Tarjeta,0.0,Activa
2199,1787,3067,6,Tarjeta,5955.21,Activa
2200,1788,3029,4,Tarjeta,0.0,Activa
2201,1789,2815,4,Tarjeta,0.0,Activa
2202,1789,2957,5,Tarjeta,9445.87,Activa
2203,1790,2088,4,Tarjeta,0.0,Activa
2204,1790,2744,5,Tarjeta,21730.65,Activa
2205,1791,1789,4,Tarjeta,0.0,Activa
2206,1792,1412,4,Tarjeta,0.0,Activa
2207,1793,2338,4,Tarjeta,0.0,Activa
2208,1794,2844,5,Tarjeta,9281.18,Activa
2209,1795,2650,4,Tarjeta,0.0,Cancelada
2210,1795,2583,5,Tarjeta,7089.13,Activa
2211,1796,2489,4,Tarjeta,0.0,Activa
2212,1796,2476,5,Tarjeta,3750.37,Activa
2213,1797,2702,5,Tarjeta,4507.2,Activa
2214,1798,2636,4,Tarjeta,0.0,Activa
2215,1798,2462,5,Tarjeta,4621.63,Activa
2216,1800,2883,4,Tarjeta,0.0,Activa
2217,1801,2805,4,Tarjeta,0.0,Activa
2218,1803,2969,4,Tarjeta,0.0,Activa
2219,1805,2487,4,Tarjeta,0.0,Activa
2220,1806,2456,4,Tarjeta,0.0,Activa
2221,1807,2692,4,Tarjeta,0.0,Activa
2222,1808,2613,4,Tarjeta,0.0,Activa
2223,1808,2347,5,Tarjeta,6178.87,Cancelada
2224,1809,2844,4,Tarjeta,0.0,Cancelada
2225,1810,1798,4,Tarjeta,0.0,Activa
2226,1811,2878,4,Tarjeta,0.0,Bloqueada
2227,1812,1691,4,Tarjeta,0.0,Bloqueada
2228,1813,1102,4,Tarjeta,0.0,Cancelada
2229,1813,2474,5,Tarjeta,11897.1,Activa
2230,1814,2988,4,Tarjeta,0.0,Activa
2231,1815,2775,4,Tarjeta,0.0,Bloqueada
2232,1816,1236,5,Tarjeta,6200.57,Bloqueada
2233,1817,1921,4,Tarjeta,0.0,Activa
2234,1817,2229,5,Tarjeta,1578.52,Activa
2235,1818,2861,4,Tarjeta,0.0,Activa
2236,1819,2600,4,Tarjeta,0.0,Activa
2237,1819,2451,5,Tarjeta,6222.39,Activa
2238,1820,2450,4,Tarjeta,0.0,Activa
2239,1821,2648,4,Tarjeta,0.0,Activa
2240,1821,2910,5,Tarjeta,7220.16,Bloqueada
2241,1822,2833,4,Tarjeta,0.0,Activa
2242,1822,2287,5,Tarjeta,10161.17,Activa
2243,1823,1947,4,Tarjeta,0.0,Activa
2244,1824,1402,4,Tarjeta,0.0,Activa
2245,1825,2826,4,Tarjeta,0.0,Activa
2246,1826,2976,4,Tarjeta,0.0,Activa
2247,1826,2884,6,Tarjeta,12883.32,Activa
2248,1827,1102,4,Tarjeta,0.0,Activa
2249,1828,2848,4,Tarjeta,0.0,Activa
2250,1828,2175,5,Tarjeta,18198.72,Activa
2251,1829,2983,4,Tarjeta,0.0,Activa
2252,1829,2743,6,Tarjeta,8392.31,Activa
2253,1830,2509,4,Tarjeta,0.0,Activa
2254,1831,2533,4,Tarjeta,0.0,Activa
2255,1832,2157,4,Tarjeta,0.0,Activa
2256,1832,2790,5,Tarjeta,7083.7,Activa
2257,1833,2794,4,Tarjeta,0.0,Activa
2258,1834,1138,4,Tarjeta,0.0,Activa
2259,1834,1645,6,Tarjeta,7048.79,Activa
2260,1835,735,4,Tarjeta,0.0,Activa
2261,1835,2151,5,Tarjeta,4695.42,Bloqueada
2262,1836,2956,4,Tarjeta,0.0,Activa
2263,1836,2820,5,Tarjeta,7510.56,Activa
2264,1837,3005,4,Tarjeta,0.0,Activa
2265,1838,1810,4,Tarjeta,0.0,Activa
2266,1839,2707,6,Tarjeta,7244.8,Activa
2267,1840,2481,4,Tarjeta,0.0,Activa
2268,1841,1065,5,Tarjeta,9533.43,Bloqueada
2269,1843,2039,4,Tarjeta,0.0,Activa
2270,1844,3084,4,Tarjeta,0.0,Activa
2271,1844,3044,5,Tarjeta,9202.12,Activa
2272,1845,1300,4,Tarjeta,0.0,Activa
2273,1846,1589,5,Tarjeta,4845.01,Activa
2274,1847,1709,4,Tarjeta,0.0,Activa
2275,1848,2609,4,Tarjeta,0.0,Activa
2276,1848,2417,5,Tarjeta,5944.97,Activa
2277,1849,1555,4,Tarjeta,0.0,Cancelada
2278,1850,2643,4,Tarjeta,0.0,Activa
2279,1851,2945,4,Tarjeta,0.0,Activa
2280,1851,2875,5,Tarjeta,4287.56,Activa
2281,1852,2499,4,Tarjeta,0.0,Activa
2282,1852,2808,5,Tarjeta,13869.82,Activa
2283,1854,1621,4,Tarjeta,0.0,Activa
2284,1855,1442,4,Tarjeta,0.0,Activa
2285,1856,1520,4,Tarjeta,0.0,Activa
2286,1857,2401,4,Tarjeta,0.0,Activa
2287,1858,3052,4,Tarjeta,0.0,Activa
2288,1859,1390,4,Tarjeta,0.0,Activa
2289,1860,2962,4,Tarjeta,0.0,Bloqueada
2290,1861,2465,4,Tarjeta,0.0,Activa
2291,1861,2697,6,Tarjeta,6555.49,Activa
2292,1862,1659,4,Tarjeta,0.0,Activa
2293,1863,2015,4,Tarjeta,0.0,Activa
2294,1864,1604,4,Tarjeta,0.0,Activa
2295,1865,1657,4,Tarjeta,0.0,Activa
2296,1866,2260,4,Tarjeta,0.0,Activa
2297,1866,2670,6,Tarjeta,2642.55,Activa
2298,1867,2961,4,Tarjeta,0.0,Activa
2299,1868,1403,5,Tarjeta,8585.67,Activa
2300,1869,1245,4,Tarjeta,0.0,Activa
2301,1870,2962,4,Tarjeta,0.0,Activa
2302,1871,997,4,Tarjeta,0.0,Activa
2303,1871,1305,6,Tarjeta,2784.57,Activa
2304,1873,1699,4,Tarjeta,0.0,Bloqueada
2305,1874,741,4,Tarjeta,0.0,Activa
2306,1874,2706,5,Tarjeta,7279.43,Activa
2307,1875,2606,4,Tarjeta,0.0,Activa
2308,1875,2331,5,Tarjeta,15436.5,Activa
2309,1876,2216,4,Tarjeta,0.0,Activa
2310,1877,3082,4,Tarjeta,0.0,Activa
2311,1878,2880,4,Tarjeta,0.0,Bloqueada
2312,1879,1541,4,Tarjeta,0.0,Activa
2313,1880,2201,4,Tarjeta,0.0,Activa
2314,1881,1897,4,Tarjeta,0.0,Activa
2315,1882,2252,4,Tarjeta,0.0,Bloqueada
2316,1883,2167,4,Tarjeta,0.0,Activa
2317,1883,2950,5,Tarjeta,2910.21,Bloqueada
2318,1884,2063,4,Tarjeta,0.0,Activa
2319,1885,2035,4,Tarjeta,0.0,Activa
2320,1886,2473,4,Tarjeta,0.0,Activa
2321,1887,2556,4,Tarjeta,0.0,Activa
2322,1888,2702,4,Tarjeta,0.0,Activa
2323,1889,2699,4,Tarjeta,0.0,Activa
2324,1890,1498,4,Tarjeta,0.0,Activa
2325,1891,2012,4,Tarjeta,0.0,Activa
2326,1892,1793,4,Tarjeta,0.0,Activa
2327,1892,1920,5,Tarjeta,5490.47,Activa
2328,1893,2753,4,Tarjeta,0.0,Activa
2329,1894,2427,6,Tarjeta,5418.44,Bloqueada
2330,1895,2533,4,Tarjeta,0.0,Activa
2331,1895,1134,6,Tarjeta,3844.43,Activa
2332,1896,2974,4,Tarjeta,0.0,Cancelada
2333,1896,2725,6,Tarjeta,3839.61,Activa
2334,1897,2956,4,Tarjeta,0.0,Activa
2335,1898,2565,4,Tarjeta,0.0,Activa
2336,1899,3065,4,Tarjeta,0.0,Activa
2337,1899,723,5,Tarjeta,8327.49,Activa
2338,1900,2121,4,Tarjeta,0.0,Activa
2339,1901,2578,4,Tarjeta,0.0,Activa
2340,1902,719,4,Tarjeta,0.0,Activa
2341,1902,314,5,Tarjeta,4571.98,Activa
2342,1903,2765,4,Tarjeta,0.0,Activa
2343,1903,1908,6,Tarjeta,15279.9,Activa
2344,1906,2651,4,Tarjeta,0.0,Activa
2345,1906,2684,5,Tarjeta,6439.48,Bloqueada
2346,1907,2993,4,Tarjeta,0.0,Activa
2347,1908,2070,4,Tarjeta,0.0,Activa
2348,1909,1625,4,Tarjeta,0.0,Activa
2349,1910,2287,4,Tarjeta,0.0,Activa
2350,1911,1438,4,Tarjeta,0.0,Activa
2351,1912,771,4,Tarjeta,0.0,Bloqueada
2352,1912,1358,5,Tarjeta,25159.08,Activa
2353,1913,3040,4,Tarjeta,0.0,Activa
2354,1913,3028,6,Tarjeta,13444.55,Bloqueada
2355,1914,2004,4,Tarjeta,0.0,Activa
2356,1915,3056,4,Tarjeta,0.0,Activa
2357,1915,2243,6,Tarjeta,1699.66,Activa
2358,1916,2559,4,Tarjeta,0.0,Bloqueada
2359,1917,2159,4,Tarjeta,0.0,Activa
2360,1918,3052,4,Tarjeta,0.0,Activa
2361,1918,3049,5,Tarjeta,5760.96,Activa
2362,1919,2952,4,Tarjeta,0.0,Activa
2363,1920,1543,4,Tarjeta,0.0,Activa
2364,1920,2499,5,Tarjeta,4105.19,Activa
2365,1921,2380,4,Tarjeta,0.0,Activa
2366,1922,2705,4,Tarjeta,0.0,Activa
2367,1923,2764,4,Tarjeta,0.0,Activa
2368,1924,2849,4,Tarjeta,0.0,Activa
2369,1925,119,4,Tarjeta,0.0,Activa
2370,1926,1404,4,Tarjeta,0.0,Activa
2371,1927,2911,4,Tarjeta,0.0,Activa
2372,1927,2794,6,Tarjeta,1398.65,Activa
2373,1930,1631,4,Tarjeta,0.0,Activa
2374,1930,1967,6,Tarjeta,32268.31,Bloqueada
2375,1931,2106,4,Tarjeta,0.0,Activa
2376,1933,2627,4,Tarjeta,0.0,Activa
2377,1935,2577,4,Tarjeta,0.0,Activa
2378,1935,2439,5,Tarjeta,23542.68,Activa
2379,1936,1955,4,Tarjeta,0.0,Activa
2380,1936,2729,5,Tarjeta,3464.53,Activa
2381,1937,1372,4,Tarjeta,0.0,Bloqueada
2382,1937,337,5,Tarjeta,5096.3,Activa
2383,1938,1063,4,Tarjeta,0.0,Activa
2384,1939,2101,4,Tarjeta,0.0,Activa
2385,1940,2563,4,Tarjeta,0.0,Activa
2386,1941,490,4,Tarjeta,0.0,Activa
2387,1942,2932,4,Tarjeta,0.0,Activa
2388,1944,3004,4,Tarjeta,0.0,Activa
2389,1945,2598,4,Tarjeta,0.0,Activa
2390,1945,2955,5,Tarjeta,15509.91,Activa
2391,1947,2565,4,Tarjeta,0.0,Activa
2392,1948,2114,4,Tarjeta,0.0,Activa
2393,1949,3042,4,Tarjeta,0.0,Bloqueada
2394,1950,644,4,Tarjeta,0.0,Activa
2395,1950,2406,5,Tarjeta,5667.82,Cancelada
2396,1951,2711,4,Tarjeta,0.0,Activa
2397,1952,2153,4,Tarjeta,0.0,Activa
2398,1952,645,5,Tarjeta,16156.02,Bloqueada
2399,1953,2887,4,Tarjeta,0.0,Activa
2400,1953,3034,5,Tarjeta,4449.5,Bloqueada
2401,1955,1366,4,Tarjeta,0.0,Activa
2402,1956,2815,4,Tarjeta,0.0,Activa
2403,1956,2899,5,Tarjeta,20849.73,Activa
2404,1957,2455,4,Tarjeta,0.0,Activa
2405,1957,2235,5,Tarjeta,2202.31,Activa
2406,1958,758,4,Tarjeta,0.0,Activa
2407,1959,1729,4,Tarjeta,0.0,Cancelada
2408,1959,2856,5,Tarjeta,18657.73,Activa
2409,1960,1039,4,Tarjeta,0.0,Bloqueada
2410,1960,2253,5,Tarjeta,4721.24,Cancelada
2411,1961,2409,4,Tarjeta,0.0,Activa
2412,1961,2854,6,Tarjeta,3553.99,Bloqueada
2413,1962,2637,4,Tarjeta,0.0,Activa
2414,1962,2495,5,Tarjeta,5388.57,Activa
2415,1963,2454,4,Tarjeta,0.0,Activa
2416,1963,2526,5,Tarjeta,10024.55,Activa
2417,1964,1399,4,Tarjeta,0.0,Activa
2418,1965,697,4,Tarjeta,0.0,Activa
2419,1966,2586,4,Tarjeta,0.0,Activa
2420,1966,2738,5,Tarjeta,9644.81,Activa
2421,1967,2798,4,Tarjeta,0.0,Activa
2422,1967,547,5,Tarjeta,4417.34,Activa
2423,1968,2672,4,Tarjeta,0.0,Activa
2424,1969,2088,4,Tarjeta,0.0,Activa
2425,1970,2086,4,Tarjeta,0.0,Activa
2426,1970,997,5,Tarjeta,20314.26,Activa
2427,1972,2547,4,Tarjeta,0.0,Activa
2428,1973,2882,4,Tarjeta,0.0,Activa
2429,1974,825,4,Tarjeta,0.0,Activa
2430,1974,2679,5,Tarjeta,7561.93,Activa
2431,1975,2745,4,Tarjeta,0.0,Activa
2432,1975,2388,5,Tarjeta,6554.54,Activa
2433,1976,1756,4,Tarjeta,0.0,Activa
2434,1977,868,4,Tarjeta,0.0,Cancelada
2435,1977,2264,6,Tarjeta,20971.32,Activa
2436,1978,1288,4,Tarjeta,0.0,Activa
2437,1979,2961,4,Tarjeta,0.0,Activa
2438,1979,2643,5,Tarjeta,6707.81,Activa
2439,1980,2925,4,Tarjeta,0.0,Activa
2440,1980,862,5,Tarjeta,8866.54,Activa
2441,1981,2166,4,Tarjeta,0.0,Activa
2442,1982,2497,4,Tarjeta,0.0,Activa
2443,1983,2640,4,Tarjeta,0.0,Activa
2444,1983,2536,5,Tarjeta,6830.23,Activa
2445,1984,684,4,Tarjeta,0.0,Activa
2446,1985,2181,4,Tarjeta,0.0,Activa
2447,1985,2990,6,Tarjeta,18661.33,Activa
2448,1986,701,4,Tarjeta,0.0,Bloqueada
2449,1987,1694,4,Tarjeta,0.0,Bloqueada
2450,1987,2401,6,Tarjeta,13008.29,Cancelada
2451,1988,2862,5,Tarjeta,6043.35,Activa
2452,1989,1377,5,Tarjeta,3021.03,Activa
2453,1990,1489,4,Tarjeta,0.0,Activa
2454,1990,2972,6,Tarjeta,8712.42,Cancelada
2455,1991,2054,4,Tarjeta,0.0,Activa
2456,1991,1354,6,Tarjeta,11842.6,Activa
2457,1992,1396,4,Tarjeta,0.0,Activa
2458,1994,2785,4,Tarjeta,0.0,Activa
2459,1995,2293,4,Tarjeta,0.0,Activa
2460,1995,1570,5,Tarjeta,8542.34,Activa
2461,1996,3002,5,Tarjeta,19000.78,Cancelada
2462,1997,2733,4,Tarjeta,0.0,Cancelada
2463,1998,2932,4,Tarjeta,0.0,Bloqueada
2464,1999,2275,4,Tarjeta,0.0,Bloqueada
2465,2000,2931,4,Tarjeta,0.0,Activa
2466,2000,1192,6,Tarjeta,2592.08,Activa
2467,2001,1659,4,Tarjeta,0.0,Activa
2468,2002,2055,4,Tarjeta,0.0,Bloqueada
2469,2003,495,4,Tarjeta,0.0,Activa
2470,2003,1824,5,Tarjeta,5905.51,Bloqueada
2471,2005,3020,4,Tarjeta,0.0,Activa
2472,2005,3066,6,Tarjeta,2686.19,Activa
2473,2006,2560,4,Tarjeta,0.0,Activa
2474,2006,2276,5,Tarjeta,4826.11,Cancelada
2475,2007,2990,4,Tarjeta,0.0,Activa
2476,2007,2438,6,Tarjeta,6697.93,Activa
2477,2008,3053,4,Tarjeta,0.0,Bloqueada
2478,2009,2440,4,Tarjeta,0.0,Activa
2479,2010,1848,4,Tarjeta,0.0,Activa
2480,2010,2920,5,Tarjeta,16246.77,Cancelada
2481,2011,2773,4,Tarjeta,0.0,Activa
2482,2011,2828,5,Tarjeta,1553.08,Bloqueada
2483,2012,2347,4,Tarjeta,0.0,Activa
2484,2012,2508,5,Tarjeta,3048.86,Activa
2485,2014,2717,6,Tarjeta,4994.43,Activa
2486,2016,2665,4,Tarjeta,0.0,Activa
2487,2016,3007,5,Tarjeta,8657.21,Activa
2488,2017,2511,4,Tarjeta,0.0,Activa
2489,2017,2982,5,Tarjeta,7839.24,Activa
2490,2018,2096,4,Tarjeta,0.0,Activa
2491,2019,2892,4,Tarjeta,0.0,Activa
2492,2020,2851,4,Tarjeta,0.0,Activa
2493,2021,1625,4,Tarjeta,0.0,Activa
2494,2021,2908,5,Tarjeta,8750.02,Activa
2495,2022,3028,4,Tarjeta,0.0,Activa
2496,2023,2204,4,Tarjeta,0.0,Bloqueada
2497,2023,2355,5,Tarjeta,14028.98,Activa
2498,2024,1883,4,Tarjeta,0.0,Bloqueada
2499,2025,1343,4,Tarjeta,0.0,Activa
2500,2026,2954,4,Tarjeta,0.0,Activa
2501,2027,2543,6,Tarjeta,28620.91,Activa
2502,2028,2647,4,Tarjeta,0.0,Activa
2503,2030,3021,4,Tarjeta,0.0,Activa
2504,2030,3002,5,Tarjeta,4597.18,Activa
2505,2032,2729,4,Tarjeta,0.0,Activa
2506,2032,2532,5,Tarjeta,2121.77,Activa
2507,2033,967,4,Tarjeta,0.0,Activa
2508,2033,1794,5,Tarjeta,10923.57,Activa
2509,2034,2604,4,Tarjeta,0.0,Activa
2510,2035,2749,4,Tarjeta,0.0,Activa
2511,2036,447,4,Tarjeta,0.0,Bloqueada
2512,2037,1331,4,Tarjeta,0.0,Activa
2513,2037,971,6,Tarjeta,8917.15,Activa
2514,2038,2881,4,Tarjeta,0.0,Activa
2515,2040,2596,4,Tarjeta,0.0,Activa
2516,2040,2738,6,Tarjeta,2406.03,Activa
2517,2041,1959,4,Tarjeta,0.0,Activa
2518,2041,2453,5,Tarjeta,7039.35,Activa
2519,2042,1971,4,Tarjeta,0.0,Activa
2520,2042,2195,5,Tarjeta,6350.2,Activa
2521,2043,2929,4,Tarjeta,0.0,Activa
2522,2043,2515,5,Tarjeta,4874.73,Bloqueada
2523,2044,2943,4,Tarjeta,0.0,Activa
2524,2046,2954,4,Tarjeta,0.0,Activa
2525,2047,3067,4,Tarjeta,0.0,Cancelada
2526,2047,3006,5,Tarjeta,10567.84,Activa
2527,2048,2967,4,Tarjeta,0.0,Activa
2528,2049,2709,4,Tarjeta,0.0,Activa
2529,2049,2738,5,Tarjeta,4359.92,Activa
2530,2050,403,4,Tarjeta,0.0,Activa
2531,2050,538,5,Tarjeta,8727.59,Bloqueada
2532,2051,779,4,Tarjeta,0.0,Activa
2533,2051,803,6,Tarjeta,16650.03,Activa
2534,2052,2808,4,Tarjeta,0.0,Activa
2535,2052,2627,5,Tarjeta,2361.45,Activa
2536,2053,1332,5,Tarjeta,7248.5,Activa
2537,2054,1615,4,Tarjeta,0.0,Bloqueada
2538,2055,2810,4,Tarjeta,0.0,Activa
2539,2055,2320,5,Tarjeta,4674.46,Activa
2540,2056,1508,4,Tarjeta,0.0,Activa
2541,2056,2370,5,Tarjeta,2250.93,Activa
2542,2057,1399,4,Tarjeta,0.0,Activa
2543,2058,3071,4,Tarjeta,0.0,Activa
2544,2058,2119,5,Tarjeta,14019.59,Activa
2545,2059,3040,4,Tarjeta,0.0,Cancelada
2546,2059,2975,6,Tarjeta,7531.62,Bloqueada
2547,2060,2078,4,Tarjeta,0.0,Bloqueada
2548,2061,3065,6,Tarjeta,14493.99,Bloqueada
2549,2062,2796,4,Tarjeta,0.0,Activa
2550,2063,2571,4,Tarjeta,0.0,Activa
