prestamo_id,cliente_sk,fecha_sk,producto_sk,monto,tasa_interes,plazo_meses,ingreso_estimado,costo_fondeo_estimado,score_riesgo,max_dias_mora,es_default,margen_estimado
1211,1347,2590,9,56772.07,0.0976,240,110819.08,54501.19,44.54,70,False,56317.89
1212,1348,2272,7,28949.28,0.2084,24,12066.06,3473.91,51.92,113,True,8592.15
1213,1349,1085,8,15361.34,0.0918,60,7050.86,4224.37,32.18,119,True,2826.49
1214,1351,2288,9,50665.02,0.078,60,19759.36,12159.6,36.78,107,True,7599.76
1215,1353,2917,8,51424.1,0.1379,60,35456.92,14141.63,48.05,28,False,21315.29
1216,1354,2715,7,30835.73,0.1379,12,4252.25,1850.14,48.51,155,True,2402.11
1217,1355,1875,9,50838.48,0.0755,60,19191.53,12201.24,49.03,100,True,6990.29
1218,1356,2811,7,8640.04,0.125,48,4320.02,2073.61,53.05,0,False,2246.41
1219,1357,2837,8,11533.93,0.1371,72,9487.81,3806.2,70.44,0,False,5681.61
1220,1357,2961,9,68459.73,0.071,240,97212.82,65721.34,65.16,159,True,31491.48
1221,1358,1392,8,36237.45,0.0983,48,14248.57,7972.24,38.32,91,True,6276.33
1222,1359,2026,8,17107.31,0.0927,60,7929.24,4704.51,52.33,149,True,3224.73
1223,1359,1981,8,13952.07,0.1136,72,9509.73,4604.18,52.38,95,True,4905.55
1224,1360,2739,8,39609.41,0.0961,48,15225.86,8714.07,66.94,44,False,6511.79
1225,1361,2696,8,11473.1,0.1404,24,3221.65,1262.04,57.53,72,False,1959.61
1226,1362,2860,7,3321.04,0.1516,48,2013.88,797.05,62.85,61,False,1216.83
1227,1363,1208,7,19422.34,0.1992,24,7737.86,2330.68,31.05,174,True,5407.18
1228,1364,1637,9,61693.45,0.0896,60,27638.67,14806.43,25.07,118,True,12832.24
1229,1364,935,8,10910.68,0.171,36,5597.18,1800.26,27.69,88,False,3796.92
1230,1365,2209,9,54275.12,0.1041,120,56500.4,26052.06,40.63,18,False,30448.34
1231,1368,2695,9,72434.57,0.1093,180,118756.48,52152.89,61.68,65,False,66603.59
1232,1368,2989,7,2328.43,0.188,24,875.49,279.41,67.69,0,False,596.08
1233,1369,3038,8,23290.95,0.1505,36,10515.86,3843.01,70.81,0,False,6672.85
1234,1369,2908,9,65708.28,0.0952,180,93831.42,47309.96,66.64,97,True,46521.46
1235,1370,1513,8,20233.83,0.0981,72,11909.63,6677.16,45.3,116,True,5232.47
1236,1370,2161,7,19098.79,0.2492,48,19037.67,4583.71,46.45,120,True,14453.96
1237,1372,1925,8,43918.79,0.1053,24,9249.3,4831.07,25.57,105,True,4418.23
1238,1372,583,8,74687.28,0.1726,24,25782.05,8215.6,24.62,71,False,17566.45
1239,1373,3065,8,15197.86,0.1537,48,9343.64,3343.53,68.64,0,False,6000.11
1240,1373,2830,8,16383.7,0.1331,24,4361.34,1802.21,68.85,0,False,2559.13
1241,1374,2449,8,10309.73,0.1626,48,6705.45,2268.14,28.84,95,True,4437.31
1242,1374,2531,9,67861.6,0.1162,180,118282.77,48860.35,24.63,91,True,69422.42
1243,1375,2821,7,1345.09,0.2371,24,637.84,161.41,71.03,55,False,476.43
1244,1376,3064,9,60816.03,0.1055,60,32080.46,14595.85,69.18,0,False,17484.61
1245,1377,2591,7,11131.64,0.1532,60,8526.84,3339.49,51.13,63,False,5187.35
1246,1378,1888,9,58791.49,0.1116,60,32805.65,14109.96,27.47,120,True,18695.69
1247,1379,3023,9,63079.69,0.095,60,29962.85,15139.13,68.26,102,True,14823.72
1248,1379,2995,8,15368.82,0.1079,48,6633.18,3381.14,70.56,0,False,3252.04
1249,1381,2783,8,43061.32,0.1695,72,43793.36,14210.24,65.59,0,False,29583.12
1250,1381,2648,7,1260.35,0.2286,60,1440.58,378.1,67.91,148,True,1062.48
1251,1382,2988,9,61978.24,0.1011,120,62660.0,29749.56,36.5,0,False,32910.44
1252,1386,2825,8,16597.54,0.1783,60,14796.71,4564.32,56.17,123,True,10232.39
1253,1386,2388,7,18618.23,0.238,60,22155.69,5585.47,56.34,116,True,16570.22
1254,1388,2961,9,99886.82,0.0957,240,191183.37,95891.35,35.46,0,False,95292.02
1255,1389,2612,9,57097.34,0.1093,240,124814.79,54813.45,55.57,187,True,70001.34
1256,1392,2920,8,12559.38,0.1382,24,3471.41,1381.53,51.73,0,False,2089.88
1257,1393,2767,7,32409.36,0.1995,48,25862.67,7778.25,55.83,0,False,18084.42
1258,1393,2138,8,38633.54,0.1448,72,33564.82,12749.07,54.87,150,True,20815.75
1259,1394,3010,9,64482.5,0.0993,120,64031.12,30951.6,44.08,106,True,33079.52
1260,1395,2168,8,31562.69,0.1291,60,20373.72,8679.74,49.99,138,True,11693.98
1261,1399,1774,8,40828.14,0.1633,24,13334.47,4491.1,47.0,59,False,8843.37
1262,1400,2792,9,72053.84,0.0706,60,25435.01,17292.92,38.31,33,False,8142.09
1263,1402,3047,9,64152.62,0.1038,60,33295.21,15396.63,72.17,187,True,17898.58
1264,1403,1302,8,71589.73,0.1078,60,38586.86,19687.18,21.57,106,True,18899.68
1265,1405,3024,8,11605.67,0.1531,60,8884.14,3191.56,58.68,167,True,5692.58
1266,1405,2881,9,62717.27,0.1163,180,109410.28,45156.43,53.95,0,False,64253.85
1267,1407,909,7,3288.38,0.1217,12,400.2,197.3,23.93,108,True,202.9
1268,1408,2940,8,40872.25,0.1279,60,26137.8,11239.87,70.4,88,False,14897.93
1269,1410,3000,9,64997.3,0.0723,240,93986.1,62397.41,55.15,0,False,31588.69
1270,1411,2351,9,79495.96,0.0767,120,60973.4,38158.06,55.85,53,False,22815.34
1271,1411,2235,9,65691.61,0.0762,240,100114.01,63063.95,54.54,58,False,37050.06
1272,1412,2768,9,53395.15,0.0938,240,100169.3,51259.34,58.36,78,False,48909.96
1273,1413,1710,7,22000.74,0.1681,24,7396.65,2640.09,48.57,144,True,4756.56
1274,1414,2432,7,29351.59,0.2408,36,21203.59,5283.29,51.48,150,True,15920.3
1275,1415,741,8,27945.2,0.1332,60,18611.5,7684.93,26.64,110,True,10926.57
1276,1416,1812,7,10453.24,0.2046,24,4277.47,1254.39,39.2,42,False,3023.08
1277,1416,2015,8,64375.46,0.1442,60,46414.71,17703.25,35.78,96,True,28711.46
1278,1417,858,9,61808.33,0.1185,240,146485.74,59336.0,19.58,198,True,87149.74
1279,1417,2521,8,23073.46,0.0962,24,4439.33,2538.08,23.3,80,False,1901.25
1280,1418,1078,9,52198.27,0.1083,240,113061.45,50110.34,22.39,149,True,62951.11
1281,1420,2876,7,8503.29,0.1279,48,4350.28,2040.79,56.3,157,True,2309.49
1282,1421,2778,7,43787.4,0.1252,24,10964.36,5254.49,60.16,146,True,5709.87
1283,1421,2393,9,63472.56,0.0706,180,67217.44,45700.24,56.37,100,True,21517.2
1284,1423,1457,9,69333.51,0.1045,60,36226.76,16640.04,32.79,104,True,19586.72
1285,1423,2888,7,32734.15,0.1587,48,20779.64,7856.2,34.87,72,False,12923.44
1286,1425,2888,7,13228.82,0.207,48,10953.46,3174.92,60.47,0,False,7778.54
1287,1425,2924,9,71566.24,0.1079,60,38609.99,17175.9,56.94,0,False,21434.09
1288,1426,2942,9,64442.95,0.0717,240,92411.19,61865.23,60.63,112,True,30545.96
1289,1426,2791,9,55154.27,0.1094,120,60338.77,26474.05,63.16,0,False,33864.72
1290,1427,2878,9,92280.48,0.092,180,127347.06,66441.95,59.46,84,False,60905.11
1291,1428,2994,8,20266.69,0.1228,24,4977.5,2229.34,57.28,78,False,2748.16
1292,1429,1508,9,69857.13,0.0956,180,100175.12,50297.13,35.37,138,True,49877.99
1293,1430,3032,7,7325.7,0.2589,12,1896.62,439.54,72.8,0,False,1457.08
1294,1431,2923,7,49535.27,0.1205,48,23876.0,11888.46,68.01,33,False,11987.54
1295,1431,2821,7,14148.96,0.1736,12,2456.26,848.94,70.28,134,True,1607.32
1296,1432,2873,8,43285.84,0.0935,36,12141.68,7142.16,68.38,55,False,4999.52
1297,1432,2947,7,46809.96,0.2655,36,37284.13,8425.79,68.9,81,False,28858.34
1298,1434,3068,9,50000.36,0.0862,180,64650.47,36000.26,66.66,0,False,28650.21
1299,1436,2552,8,37284.62,0.1041,24,7762.66,4101.31,50.11,46,False,3661.35
1300,1438,1341,9,64610.8,0.0797,240,102989.62,62026.37,18.33,113,True,40963.25
1301,1439,2218,8,35992.83,0.1337,48,19248.97,7918.42,43.73,109,True,11330.55
1302,1440,2158,9,71121.68,0.1109,180,118310.91,51207.61,31.39,96,True,67103.3
1303,1442,2979,7,32785.33,0.1848,12,6058.73,1967.12,39.63,143,True,4091.61
1304,1443,2828,9,55265.44,0.0787,60,21746.95,13263.71,66.78,163,True,8483.24
1305,1444,1930,8,18137.72,0.1272,48,9228.47,3990.3,26.86,107,True,5238.17
1306,1446,1983,8,23422.35,0.1296,24,6071.07,2576.46,51.98,98,True,3494.61
1307,1446,2040,9,71906.64,0.0802,180,86503.69,51772.78,46.64,66,False,34730.91
1308,1447,2049,9,59274.45,0.1016,180,90334.26,42677.6,36.86,193,True,47656.66
1309,1448,2377,7,12141.05,0.207,24,5026.39,1456.93,54.29,61,False,3569.46
1310,1449,2002,7,35432.27,0.2518,48,35687.38,8503.74,22.55,120,True,27183.64
1311,1449,1504,7,46030.23,0.2016,36,27839.08,8285.44,22.15,137,True,19553.64
1312,1450,2554,9,52030.78,0.1108,240,115300.21,49949.55,42.4,122,True,65350.66
1313,1450,2903,8,36972.81,0.0997,24,7372.38,4067.01,46.72,0,False,3305.37
1314,1451,3038,7,47662.41,0.1309,60,31195.05,14298.72,71.64,0,False,16896.33
1315,1451,3055,8,24493.91,0.1641,48,16077.8,5388.66,72.88,0,False,10689.14
1316,1453,3049,7,9105.1,0.2337,12,2127.86,546.31,57.0,0,False,1581.55
1317,1454,1908,8,86607.78,0.1424,72,73997.69,28580.57,36.05,72,False,45417.12
1318,1455,1593,9,69666.19,0.0965,120,67227.87,33439.77,38.22,106,True,33788.1
1319,1456,1115,7,7905.97,0.2666,36,6323.19,1423.07,26.13,75,False,4900.12
1320,1457,1562,7,28346.81,0.2757,48,31260.86,6803.23,47.94,32,False,24457.63
1321,1462,2828,9,63952.66,0.1108,60,35429.77,15348.64,61.48,0,False,20081.13
1322,1462,2641,8,18659.99,0.162,60,15114.59,5131.5,63.87,26,False,9983.09
1323,1463,2462,9,63614.5,0.1087,180,103723.44,45802.44,46.88,53,False,57921.0
1324,1464,2795,7,23843.29,0.2427,48,23147.07,5722.39,64.44,22,False,17424.68
1325,1469,1543,7,11356.56,0.2043,24,4640.29,1362.79,40.0,52,False,3277.5
1326,1470,804,9,68563.93,0.1161,120,79602.72,32910.69,25.5,118,True,46692.03
1327,1471,2824,7,44566.49,0.2193,12,9773.43,2673.99,48.9,0,False,7099.44
1328,1472,2865,8,29163.94,0.1049,48,12237.19,6416.07,43.46,95,True,5821.12
1329,1473,1895,7,10709.34,0.1236,36,3971.02,1927.68,42.71,144,True,2043.34
1330,1473,2118,9,73639.89,0.0705,180,77874.18,53020.72,37.06,77,False,24853.46
1331,1474,2457,9,70438.95,0.1034,180,109250.81,50716.04,23.13,94,True,58534.77
1332,1475,1221,7,15024.49,0.2081,12,3126.6,901.47,36.87,346,True,2225.13
1333,1476,3030,8,27005.46,0.1174,48,12681.76,5941.2,73.24,88,False,6740.56
1334,1477,1797,7,23069.37,0.2487,24,11474.7,2768.32,46.28,118,True,8706.38
1335,1479,2508,9,66585.31,0.1022,120,68050.19,31960.95,19.6,78,False,36089.24
1336,1480,1581,9,70343.76,0.1056,180,111424.52,50647.51,33.28,95,True,60777.01
1337,1480,2674,8,31777.84,0.1377,48,17503.23,6991.12,37.25,104,True,10512.11
1338,1481,3051,9,65857.67,0.0748,180,73892.31,47417.52,19.38,0,False,26474.79
1339,1481,331,8,23918.02,0.1294,36,9284.98,3946.47,22.58,108,True,5338.51
1340,1483,2488,8,98750.2,0.1376,48,54352.11,21725.04,33.61,145,True,32627.07
1341,1484,2707,9,71983.37,0.1051,180,113481.78,51828.03,45.51,180,True,61653.75
1342,1486,1189,7,15629.75,0.1954,60,15270.27,4688.93,36.44,114,True,10581.34
1343,1487,1394,8,13202.39,0.1047,60,6911.45,3630.66,38.15,84,False,3280.79
1344,1488,1275,8,13369.77,0.113,72,9064.7,4412.02,26.86,133,True,4652.68
1345,1490,2304,8,57253.97,0.0913,24,10454.57,6297.94,55.36,106,True,4156.63
1346,1491,2994,7,24815.48,0.2186,12,5424.66,1488.93,72.43,89,False,3935.73
1347,1492,2693,7,31712.36,0.126,12,3995.76,1902.74,55.74,0,False,2093.02
1348,1493,2983,8,27378.23,0.1297,60,17754.78,7529.01,65.86,0,False,10225.77
1349,1494,1939,9,63244.84,0.1094,120,69189.85,30357.52,44.5,92,True,38832.33
1350,1495,2932,7,11835.9,0.2224,12,2632.3,710.15,48.6,0,False,1922.15
1351,1496,1994,9,100775.2,0.0958,60,48271.32,24186.05,36.13,93,True,24085.27
1352,1497,2469,7,19906.91,0.236,12,4698.03,1194.41,55.67,15,False,3503.62
1353,1498,2097,8,34514.55,0.1416,60,24436.3,9491.5,45.31,0,False,14944.8
1354,1498,1515,7,46432.39,0.253,12,11747.39,2785.94,46.02,195,True,8961.45
1355,1499,3000,9,67346.19,0.0749,240,100884.59,64652.34,47.68,0,False,36232.25
1356,1500,1595,8,43529.25,0.1094,60,23810.5,11970.54,39.03,113,True,11839.96
1357,1502,2643,8,15559.18,0.1278,24,3976.93,1711.51,43.69,93,True,2265.42
1358,1504,2291,7,25144.03,0.1911,36,14415.07,4525.93,37.65,197,True,9889.14
1359,1504,2226,7,8761.96,0.2216,24,3883.3,1051.44,38.77,185,True,2831.86
1360,1505,1012,8,28893.85,0.1674,48,19347.32,6356.65,19.99,117,True,12990.67
1361,1505,2210,8,10483.24,0.1514,60,7935.81,2882.89,20.42,91,True,5052.92
1362,1507,2397,9,64635.82,0.1139,240,147240.4,62050.39,55.03,94,True,85190.01
1363,1508,2193,8,66368.8,0.1334,48,35414.39,14601.14,48.71,56,False,20813.25
1364,1509,1189,7,43713.87,0.2654,12,11601.66,2622.83,21.53,0,False,8978.83
1365,1510,2125,7,4278.82,0.1635,48,2798.35,1026.92,58.73,118,True,1771.43
1366,1511,2875,8,19638.27,0.1119,60,10987.61,5400.52,47.69,106,True,5587.09
1367,1512,1527,8,25058.68,0.1069,24,5357.55,2756.45,28.14,95,True,2601.1
1368,1513,2986,9,53822.09,0.0957,180,77261.61,38751.9,59.11,0,False,38509.71
1369,1514,3007,7,3362.05,0.1549,12,520.78,201.72,49.45,0,False,319.06
1370,1514,1769,9,61715.83,0.1197,120,73873.85,29623.6,44.5,143,True,44250.25
1371,1516,1912,8,28829.7,0.126,36,10897.63,4756.9,30.79,89,False,6140.73
1372,1519,2530,8,17811.94,0.1631,60,14525.64,4898.28,30.56,65,False,9627.36
1373,1520,2252,9,117988.54,0.0746,180,132029.18,84951.75,54.33,83,False,47077.43
1374,1522,2732,7,6028.0,0.2127,24,2564.31,723.36,65.83,328,True,1840.95
1375,1523,2086,8,30953.09,0.1241,72,23047.67,10214.52,51.03,345,True,12833.15
1376,1524,1672,8,20176.57,0.1316,72,15931.42,6658.27,47.36,117,True,9273.15
1377,1525,2524,9,59600.89,0.0826,180,73845.5,42912.64,46.79,0,False,30932.86
1378,1525,3015,9,60532.13,0.1094,60,33111.08,14527.71,48.88,166,True,18583.37
1379,1529,1562,7,6305.33,0.1803,48,4547.4,1513.28,35.56,61,False,3034.12
1380,1529,1576,8,10578.02,0.1612,72,10231.06,3490.75,34.91,111,True,6740.31
1381,1531,486,7,37487.99,0.1582,24,11861.2,4498.56,25.39,95,True,7362.64
1382,1532,1616,9,68328.84,0.084,120,57396.23,32797.84,27.09,97,True,24598.39
1383,1533,1936,8,51580.57,0.1028,24,10604.97,5673.86,23.42,137,True,4931.11
1384,1534,2640,8,38866.81,0.1049,48,16308.51,8550.7,45.38,45,False,7757.81
1385,1535,1862,9,50704.74,0.081,180,61606.26,36507.41,37.97,117,True,25098.85
1386,1536,3046,8,15274.76,0.1633,36,7483.1,2520.34,69.18,0,False,4962.76
1387,1536,3001,9,51842.66,0.097,60,25143.69,12442.24,66.93,106,True,12701.45
1388,1537,2939,9,70677.77,0.0786,120,55552.73,33925.33,25.89,60,False,21627.4
1389,1538,1642,9,62898.73,0.0977,60,30726.03,15095.7,25.79,56,False,15630.33
1390,1539,2906,8,11412.85,0.1264,72,8655.51,3766.24,68.29,148,True,4889.27
1391,1540,2942,9,69700.27,0.1053,60,36697.19,16728.06,69.65,199,True,19969.13
1392,1541,2646,8,42470.02,0.0979,72,24946.89,14015.11,64.2,0,False,10931.78
1393,1542,2902,9,89549.74,0.1037,120,92863.08,42983.88,60.49,28,False,49879.2
1394,1542,2686,8,21886.64,0.0913,60,9991.25,6018.83,64.63,132,True,3972.42
1395,1543,1860,8,107898.51,0.1665,72,107790.61,35606.51,32.56,82,False,72184.1
1396,1544,848,8,23007.79,0.1304,72,18001.29,7592.57,21.95,147,True,10408.72
1397,1546,2647,7,35679.07,0.1927,36,20626.07,6422.23,58.32,97,True,14203.84
1398,1547,2833,9,68676.29,0.1191,180,122690.19,49446.93,60.61,19,False,73243.26
1399,1549,3061,8,24518.02,0.1181,24,5791.16,2696.98,69.42,0,False,3094.18
1400,1549,2924,9,62328.61,0.0813,120,50673.16,29917.73,66.17,141,True,20755.43
1401,1550,775,9,64016.47,0.108,240,138275.58,61455.81,20.69,0,False,76819.77
1402,1550,634,8,21874.03,0.1219,24,5332.89,2406.14,24.81,115,True,2926.75
1403,1551,2725,7,15821.07,0.1809,48,11448.13,3797.06,50.8,122,True,7651.07
1404,1554,2218,8,15822.73,0.1304,60,10316.42,4351.25,40.2,98,True,5965.17
1405,1555,1865,8,10479.52,0.1777,48,7448.84,2305.49,52.04,349,True,5143.35
1406,1556,3044,9,53866.7,0.1113,180,89930.46,38784.02,67.42,0,False,51146.44
1407,1556,2977,7,2945.23,0.1622,12,477.72,176.71,72.2,92,True,301.01
1408,1557,2259,9,57405.63,0.1084,60,31113.85,13777.35,38.58,141,True,17336.5
1409,1558,3026,7,4522.5,0.2778,36,3769.05,814.05,24.34,0,False,2955.0
1410,1558,312,9,53711.54,0.1009,120,54194.94,25781.54,21.02,117,True,28413.4
1411,1559,1804,8,50873.31,0.1138,24,11578.77,5596.06,46.53,96,True,5982.71
1412,1560,2809,9,57469.2,0.1118,180,96375.85,41377.82,25.06,60,False,54998.03
1413,1562,1393,8,10596.92,0.1024,72,6510.75,3496.98,33.22,116,True,3013.77
1414,1563,2753,8,10406.33,0.09,60,4682.85,2861.74,62.95,141,True,1821.11
1415,1566,1904,8,29854.66,0.1206,24,7200.94,3284.01,32.28,119,True,3916.93
1416,1567,2714,9,71606.0,0.0791,60,28320.17,17185.44,37.52,167,True,11134.73
1417,1569,2046,9,50938.13,0.112,60,28525.35,12225.15,35.1,85,False,16300.2
1418,1570,2905,8,10497.08,0.1039,48,4362.59,2309.36,54.01,61,False,2053.23
1419,1571,1049,8,26830.7,0.0914,36,7356.98,4427.07,29.36,141,True,2929.91
1420,1577,2568,7,5378.48,0.1793,48,3857.45,1290.84,63.97,0,False,2566.61
1421,1579,2837,8,26315.31,0.175,24,9210.36,2894.68,54.69,117,True,6315.68
1422,1580,2187,8,24796.37,0.1734,36,12899.07,4091.4,35.28,137,True,8807.67
1423,1581,249,8,15301.01,0.1197,24,3663.06,1683.11,21.84,100,True,1979.95
1424,1582,1746,9,64773.51,0.1037,240,134340.26,62182.57,31.49,184,True,72157.69
1425,1583,2727,9,51000.97,0.0789,180,60359.65,36720.7,17.39,107,True,23638.95
1426,1583,1577,9,53496.94,0.1015,240,108598.79,51357.06,16.8,148,True,57241.73
1427,1586,2992,7,13980.37,0.1854,36,7775.88,2516.47,62.29,0,False,5259.41
1428,1586,2751,8,37436.79,0.1726,24,12923.18,4118.05,61.29,260,True,8805.13
1429,1587,2543,7,26166.66,0.1317,12,3446.15,1570.0,63.32,48,False,1876.15
1430,1587,2627,7,5196.08,0.1387,60,3603.48,1558.82,63.6,100,True,2044.66
1431,1591,1684,7,20272.94,0.1855,60,18803.15,6081.88,32.0,82,False,12721.27
1432,1591,944,9,68249.52,0.1165,120,79510.69,32759.77,28.8,119,True,46750.92
1433,1593,2910,9,56550.37,0.1077,60,30452.37,13572.09,63.93,56,False,16880.28
1434,1593,2644,7,37853.98,0.164,12,6208.05,2271.24,65.77,121,True,3936.81
1435,1594,2503,9,67723.01,0.106,60,35893.2,16253.52,26.61,55,False,19639.68
1436,1595,2396,7,3772.79,0.1522,48,2296.87,905.47,54.22,77,False,1391.4
1437,1596,3039,9,70328.68,0.1071,180,112983.02,50636.65,64.5,0,False,62346.37
1438,1596,2729,9,66412.05,0.0914,180,91050.92,47816.68,64.61,7,False,43234.24
1439,1599,1949,9,74025.53,0.0946,240,140056.3,71064.51,42.04,114,True,68991.79
1440,1600,1254,7,7403.87,0.1633,12,1209.05,444.23,25.86,99,True,764.82
1441,1600,1564,8,21163.36,0.1474,36,9358.44,3491.95,24.96,116,True,5866.49
1442,1601,2670,8,30300.62,0.1111,48,13465.6,6666.14,20.47,50,False,6799.46
1443,1604,3043,8,10013.51,0.1405,36,4220.69,1652.23,72.67,79,False,2568.46
1444,1604,3049,7,17441.63,0.1908,60,16639.32,5232.49,72.22,0,False,11406.83
1445,1607,2153,7,23798.19,0.2583,12,6147.07,1427.89,58.28,113,True,4719.18
1446,1608,2588,7,26160.3,0.2431,48,25438.28,6278.47,61.37,0,False,19159.81
1447,1609,2582,9,64302.77,0.1135,240,145967.29,61730.66,53.55,111,True,84236.63
1448,1610,2893,7,6101.62,0.1555,36,2846.41,1098.29,71.21,57,False,1748.12
1449,1611,3054,8,30090.41,0.1512,24,9099.34,3309.95,47.19,0,False,5789.39
1450,1611,2068,7,11546.46,0.1526,60,8809.95,3463.94,47.53,78,False,5346.01
1451,1615,2192,9,73861.51,0.0808,180,89520.15,53180.29,44.62,145,True,36339.86
1452,1616,579,7,22756.56,0.1946,36,13285.28,4096.18,31.12,353,True,9189.1
1453,1617,2957,8,50004.91,0.1782,60,44554.37,13751.35,61.23,76,False,30803.02
1454,1619,2766,9,69782.38,0.0936,240,130632.62,66991.08,43.02,136,True,63641.54
1455,1620,2568,7,6360.58,0.1327,24,1688.1,763.27,58.67,26,False,924.83
1456,1621,3009,9,50636.14,0.0897,60,22710.31,12152.67,38.93,0,False,10557.64
1457,1622,3061,9,72436.77,0.0868,180,94312.67,52154.47,23.95,0,False,42158.2
1458,1624,2504,9,62852.99,0.0878,180,82777.39,45254.15,57.82,120,True,37523.24
1459,1625,2014,7,26572.86,0.1763,48,18739.18,6377.49,24.4,120,True,12361.69
1460,1625,1814,9,79871.89,0.1188,240,189775.61,76677.01,20.09,103,True,113098.6
1461,1626,2882,9,56195.2,0.0866,60,24332.52,13486.85,68.92,46,False,10845.67
1462,1627,2852,9,54268.03,0.0803,180,65365.84,39072.98,26.72,182,True,26292.86
1463,1628,2391,9,70466.44,0.0946,240,133322.5,67647.78,48.65,150,True,65674.72
1464,1628,2534,7,3890.68,0.1936,12,753.24,233.44,56.33,156,True,519.8
1465,1629,1748,8,30244.65,0.1021,48,12351.92,6653.82,38.31,98,True,5698.1
1466,1631,3032,7,40848.33,0.1321,24,10792.13,4901.8,28.49,0,False,5890.33
1467,1632,3070,8,15975.88,0.133,60,10623.96,4393.37,74.2,0,False,6230.59
1468,1635,2493,9,72785.82,0.1072,180,117039.6,52405.79,38.19,120,True,64633.81
1469,1636,1572,7,26973.78,0.2416,12,6516.87,1618.43,28.3,350,True,4898.44
1470,1638,3023,9,72340.23,0.0985,180,106882.69,52084.97,40.76,0,False,54797.72
1471,1638,1802,8,48492.73,0.1216,72,35380.3,16002.6,43.83,101,True,19377.7
1472,1639,1425,9,123794.21,0.0759,240,187919.61,118842.44,20.85,145,True,69077.17
1473,1640,307,8,18952.65,0.171,48,12963.61,4169.58,21.26,117,True,8794.03
1474,1640,1293,9,64362.99,0.1099,60,35367.46,15447.12,19.45,116,True,19920.34
1475,1643,2912,7,27234.4,0.2632,36,21504.28,4902.19,71.84,0,False,16602.09
1476,1644,2501,7,44167.99,0.1655,24,14619.6,5300.16,53.85,120,True,9319.44
1477,1644,2822,8,16035.55,0.1268,24,4066.62,1763.91,55.11,112,True,2302.71
1478,1650,3030,9,154144.78,0.0753,240,232142.04,147978.99,60.81,44,False,84163.05
1479,1651,2917,7,40922.22,0.2518,24,20608.43,4910.67,57.51,131,True,15697.76
1480,1652,2013,7,31301.3,0.215,48,26919.12,7512.31,26.62,110,True,19406.81
1481,1653,3069,8,21390.7,0.1692,72,21715.84,7058.93,34.91,0,False,14656.91
1482,1654,1361,7,22906.48,0.2594,36,17825.82,4123.17,38.24,195,True,13702.65
1483,1659,2042,7,1062.71,0.1482,24,314.99,127.53,46.81,106,True,187.46
1484,1660,2433,9,83282.08,0.0899,120,74870.59,39975.4,55.09,0,False,34895.19
1485,1661,1828,7,20903.06,0.1985,36,12447.77,3762.55,26.99,95,True,8685.22
1486,1661,1459,7,39317.19,0.1903,48,29928.25,9436.13,26.07,149,True,20492.12
1487,1662,2784,8,18220.04,0.1011,48,7368.18,4008.41,38.51,113,True,3359.77
1488,1663,2791,7,11021.08,0.14,60,7714.76,3306.32,27.12,138,True,4408.44
1489,1664,1855,7,4182.19,0.2458,48,4111.93,1003.73,26.01,64,False,3108.2
1490,1665,1574,8,50755.06,0.1447,48,29377.03,11166.11,25.72,359,True,18210.92
1491,1665,2416,9,86754.08,0.1023,120,88749.42,41641.96,23.32,0,False,47107.46
1492,1668,1968,7,14936.2,0.2605,12,3890.88,896.17,23.93,175,True,2994.71
1493,1671,2808,9,65221.99,0.1042,240,135922.63,62613.11,21.49,8,False,73309.52
1494,1673,2811,9,66985.74,0.0863,180,86713.04,48229.73,58.23,73,False,38483.31
1495,1674,1608,8,13003.01,0.1509,72,11772.93,4290.99,20.28,114,True,7481.94
1496,1675,2704,7,12951.53,0.2606,12,3375.17,777.09,60.1,87,False,2598.08
1497,1676,2962,9,68047.52,0.0948,120,64509.05,32662.81,69.19,60,False,31846.24
1498,1676,2968,8,20003.66,0.1686,48,13490.47,4400.81,72.5,55,False,9089.66
1499,1679,909,7,27133.23,0.1243,60,16863.3,8139.97,22.48,92,True,8723.33
1500,1680,2944,7,26858.62,0.1862,24,10002.15,3223.03,43.52,180,True,6779.12
1501,1680,1830,7,20033.67,0.1972,60,19753.2,6010.1,43.31,118,True,13743.1
1502,1684,2780,7,40875.18,0.2029,48,33174.3,9810.04,41.54,89,False,23364.26
1503,1685,3054,8,16078.31,0.115,24,3698.01,1768.61,48.92,0,False,1929.4
1504,1686,2812,7,17796.26,0.2583,12,4596.77,1067.78,26.56,110,True,3528.99
1505,1689,2768,8,41818.22,0.1559,36,19558.38,6900.01,68.13,106,True,12658.37
1506,1689,3067,8,39000.24,0.1427,24,11130.67,4290.03,68.38,0,False,6840.64
1507,1690,25,8,29601.95,0.1211,48,14339.18,6512.43,19.72,93,True,7826.75
1508,1691,1012,9,62038.58,0.0983,60,30491.96,14889.26,26.94,105,True,15602.7
1509,1692,1228,7,1965.51,0.1668,60,1639.24,589.65,29.47,142,True,1049.59
1510,1693,2856,8,57094.96,0.1793,60,51185.63,15701.11,54.69,0,False,35484.52
1511,1694,2703,9,57094.96,0.0721,240,82330.93,54811.16,23.39,91,True,27519.77
1512,1695,1685,8,45605.84,0.1484,48,27071.63,10033.28,43.5,91,True,17038.35
1513,1695,1627,8,21320.2,0.1677,48,14301.59,4690.44,44.82,365,True,9611.15
1514,1696,2968,9,110420.46,0.1036,180,171593.39,79502.73,43.33,0,False,92090.66
